empresa,ejercicio,documento,tipo_doc,almacen,orden,descripcion,clv_man,facturado,empresa_id,almacen_id,documento_id,name
1,2023,7000,SF,1,1,,,0,1,1_1,1_1_SF_7000,1_1_SF_7000_1_1
1,2023,23000270,EC,1,2,1 Pieza de 1000mm,,1,1,1_1,1_1_EC_23000270,1_1_EC_23000270_2_1
1,2023,23000308,PV,1,2,En largos 3000/4000,,0,1,1_1,1_1_PV_23000308,1_1_PV_23000308_2_1
1,2023,23000081,PV,1,2,2MT CABLE,,0,1,1_1,1_1_PV_23000081,1_1_PV_23000081_2_1
1,2023,23000092,PC,1,2,REF. 8810H,,0,1,1_1,1_1_PC_23000092,1_1_PC_23000092_2_1
1,2023,3300,SF,1,2,HORNO CALENTAR 210º 2 MARCOS,,0,1,1_1,1_1_SF_3300,1_1_SF_3300_2_1
1,2023,23000403,PV,1,2,x 350,,0,1,1_1,1_1_PV_23000403,1_1_PV_23000403_2_1
1,2023,3554,EF,1,1,FABRICACION CALENTADORES MES,,0,1,1_1,1_1_EF_3554,1_1_EF_3554_1_1
1,2023,23000563,PV,1,2,S/ART. 05049016,,0,1,1_1,1_1_PV_23000563,1_1_PV_23000563_2_1
1,2023,23000012,PV,1,2,A 600x150x50 CORTADA DE CESTAS MAS LARGA,,0,1,1_1,1_1_PV_23000012,1_1_PV_23000012_2_1
1,2023,23000015,PC,1,2,RECTIFICAR,,0,1,1_1,1_1_PC_23000015,1_1_PC_23000015_2_1
1,2023,23000094,PV,1,2,CBZAL GOMA,,0,1,1_1,1_1_PV_23000094,1_1_PV_23000094_2_1
1,2023,23000026,EC,1,1,BILSAS BASURA INDUSTRIAL,,1,1,1_1,1_1_EC_23000026,1_1_EC_23000026_1_1
1,2023,23000020,SV,1,2,TEFLON 2001W 400V 9021H 3MT,,1,1,1_1,1_1_SV_23000020,1_1_SV_23000020_2_1
1,2023,23000043,EC,1,5,RECTIFICAR,,1,1,1_1,1_1_EC_23000043,1_1_EC_23000043_5_1
1,2023,23000536,PV,1,3,5MT CABLE,,0,1,1_1,1_1_PV_23000536,1_1_PV_23000536_3_1
1,2023,7001,SF,1,1,,,0,1,1_1,1_1_SF_7001,1_1_SF_7001_1_1
1,2023,7002,SF,1,1,,,0,1,1_1,1_1_SF_7002,1_1_SF_7002_1_1
1,2023,7110,SF,1,1,,,0,1,1_1,1_1_SF_7110,1_1_SF_7110_1_1
1,2023,23000008,PC,1,2,B50-0700,,0,1,1_1,1_1_PC_23000008,1_1_PC_23000008_2_1
1,2023,23000253,EC,1,2,S/REF. 77011195,,1,1,1_1,1_1_EC_23000253,1_1_EC_23000253_2_1
1,2023,23000062,PC,1,2,CBZAL GOMA,,0,1,1_1,1_1_PC_23000062,1_1_PC_23000062_2_1
1,2023,23000025,PV,1,7,2MT CABKE,,0,1,1_1,1_1_PV_23000025,1_1_PV_23000025_7_1
1,2023,23000006,PC,1,2,s/ART. i24008,,0,1,1_1,1_1_PC_23000006,1_1_PC_23000006_2_1
1,2023,23000007,PC,1,2,2 barras de 6000mm,,0,1,1_1,1_1_PC_23000007,1_1_PC_23000007_2_1
1,2023,23000020,PV,1,2,TERMINACIONES BOCAS DE S/PROP.,,0,1,1_1,1_1_PV_23000020,1_1_PV_23000020_2_1
1,2023,23000067,PC,1,2,2 mt CABLE,,0,1,1_1,1_1_PC_23000067,1_1_PC_23000067_2_1
1,2023,23000002,PC,1,2,,,0,1,1_1,1_1_PC_23000002,1_1_PC_23000002_2_1
1,2023,23000002,PC,1,3,Evitar que se enswucien la spiezas con el rebote del láser,,0,1,1_1,1_1_PC_23000002,1_1_PC_23000002_3_1
1,2023,23000192,PC,1,2,PT-678672,,0,1,1_1,1_1_PC_23000192,1_1_PC_23000192_2_1
1,2023,23000300,SV,1,4,S/CODI  210,,1,1,1_1,1_1_SV_23000300,1_1_SV_23000300_4_1
1,2023,23000264,PV,1,2,5MT CABLE,,0,1,1_1,1_1_PV_23000264,1_1_PV_23000264_2_1
1,2023,23000066,PV,1,2,INOX316L 1000W 230V 9396H,,0,1,1_1,1_1_PV_23000066,1_1_PV_23000066_2_1
1,2023,23000001,PC,1,2,"MZ 22,64 + prep 206",,0,1,1_1,1_1_PC_23000001,1_1_PC_23000001_2_1
1,2023,23000002,PV,1,2,720x220x178 canal alimentacion,,0,1,1_1,1_1_PV_23000002,1_1_PV_23000002_2_1
1,2023,23000002,PV,1,3,762x175x180 canal predosis,,0,1,1_1,1_1_PV_23000002,1_1_PV_23000002_3_1
1,2023,23000002,PV,1,4,952x381x243 tolva recepcion,,0,1,1_1,1_1_PV_23000002,1_1_PV_23000002_4_1
1,2023,23000004,PC,1,2,720x220x178 canal alimentación,,0,1,1_1,1_1_PC_23000004,1_1_PC_23000004_2_1
1,2023,23000004,PC,1,3,762x175x180 canal predosis,,0,1,1_1,1_1_PC_23000004,1_1_PC_23000004_3_1
1,2023,23000004,PC,1,4,952x381x243 tolva recepción,,0,1,1_1,1_1_PC_23000004,1_1_PC_23000004_4_1
1,2023,23000045,PC,1,2,DTO POR REPARACION,,0,1,1_1,1_1_PC_23000045,1_1_PC_23000045_2_1
1,2023,23000088,EC,1,14,ENGRASE MOTOR,,1,1,1_1,1_1_EC_23000088,1_1_EC_23000088_14_1
1,2023,23000029,EC,1,2,Heat YH CX-2205-WG Lot 2212076 D10,,1,1,1_1,1_1_EC_23000029,1_1_EC_23000029_2_1
1,2023,23000014,PC,1,2,SR-RZH-400-2Z-TEF/316-06/08-12G-PB10-150,,0,1,1_1,1_1_PC_23000014,1_1_PC_23000014_2_1
1,2023,23000016,PC,1,1,DECAPAR PIEZA INOX 600x270,,0,1,1_1,1_1_PC_23000016,1_1_PC_23000016_1_1
1,2023,23000018,EC,1,2,,,1,1,1_1,1_1_EC_23000018,1_1_EC_23000018_2_1
1,2023,3052,SF,1,2,"1OPERARIO FRECUENCIA 300"" 5min/330""",,0,1,1_1,1_1_SF_3052,1_1_SF_3052_2_1
1,2023,3052,SF,1,3,MARCO 40PZS(4x10 PEINE GANCHERA),,0,1,1_1,1_1_SF_3052,1_1_SF_3052_3_1
1,2023,3052,SF,1,4,2MARCOS CALENTAR 190?,,0,1,1_1,1_1_SF_3052,1_1_SF_3052_4_1
1,2023,3052,SF,1,5,2MARCOS COCER 200º,,0,1,1_1,1_1_SF_3052,1_1_SF_3052_5_1
1,2023,3052,SF,1,6,MEDIDA PLASTISOL 110mm o 115mm,,0,1,1_1,1_1_SF_3052,1_1_SF_3052_6_1
1,2023,3052,SF,1,7,IMPRIMACION,,0,1,1_1,1_1_SF_3052,1_1_SF_3052_7_1
1,2023,3052,SF,1,8,ALTURA PLASTISOL PIEZA 110 (-0/+5),,0,1,1_1,1_1_SF_3052,1_1_SF_3052_8_1
1,2023,23000005,SV,1,2,"ACTIVO 500, CBZAL GOMA",,1,1,1_1,1_1_SV_23000005,1_1_SV_23000005_2_1
1,2023,23000015,SV,1,2,CON 5MT CABLE,,1,1,1_1,1_1_SV_23000015,1_1_SV_23000015_2_1
1,2023,23000061,SV,1,2,CBZAL GOMA,,1,1,1_1,1_1_SV_23000061,1_1_SV_23000061_2_1
1,2023,3143,SF,1,1,DECAPAR,,0,1,1_1,1_1_SF_3143,1_1_SF_3143_1_1
1,2023,23000048,EC,1,2,B100D32C95,,1,1,1_1,1_1_EC_23000048,1_1_EC_23000048_2_1
1,2023,23000325,SV,1,2,CBZAL GOMA,,1,1,1_1,1_1_SV_23000325,1_1_SV_23000325_2_1
1,2023,23000005,PV,1,2,CON 7 MT CABLE,,0,1,1_1,1_1_PV_23000005,1_1_PV_23000005_2_1
1,2023,23000006,PV,1,2,TEFLON 2001W 400V 9021H 3MT,,0,1,1_1,1_1_PV_23000006,1_1_PV_23000006_2_1
1,2023,23000005,PC,1,2,SR-LZH-400/100-4Z-PTF/316-08-00-PB10-100,,0,1,1_1,1_1_PC_23000005,1_1_PC_23000005_2_1
1,2023,23000005,PC,1,3,FICHA REF. 140901-00,,0,1,1_1,1_1_PC_23000005,1_1_PC_23000005_3_1
1,2023,3053,SF,1,2,6 BASTIDOR SENSA REPARAR,,0,1,1_1,1_1_SF_3053,1_1_SF_3053_2_1
1,2023,3053,SF,1,3,MARCOS 40PZS (4x10 PEINES GANCHERA),,0,1,1_1,1_1_SF_3053,1_1_SF_3053_3_1
1,2023,3053,SF,1,4,2 MARCOS CALENTAR 190?,,0,1,1_1,1_1_SF_3053,1_1_SF_3053_4_1
1,2023,3053,SF,1,5,2MARCOS COCER 200º,,0,1,1_1,1_1_SF_3053,1_1_SF_3053_5_1
1,2023,3053,SF,1,6,MEDIDA PLASTISOL 110 O 115 aprox.,,0,1,1_1,1_1_SF_3053,1_1_SF_3053_6_1
1,2023,3053,SF,1,7,IMPRIMACION,,0,1,1_1,1_1_SF_3053,1_1_SF_3053_7_1
1,2023,3053,SF,1,8,ALTURA PLASTISOL PIEZA 110 -0/+5,,0,1,1_1,1_1_SF_3053,1_1_SF_3053_8_1
1,2023,23000209,PC,1,2,S/ART. 926,,0,1,1_1,1_1_PC_23000209,1_1_PC_23000209_2_1
1,2023,3149,SF,1,2,5marcos x 4tiras x 8piezas = 160,,0,1,1_1,1_1_SF_3149,1_1_SF_3149_2_1
1,2023,3149,SF,1,3,CALENTAR 230º 1MARCO,,0,1,1_1,1_1_SF_3149,1_1_SF_3149_3_1
1,2023,3149,SF,1,4,COCER 200º 2MARCOS,,0,1,1_1,1_1_SF_3149,1_1_SF_3149_4_1
1,2023,3149,SF,1,5,"FRECUENCIA 300""",,0,1,1_1,1_1_SF_3149,1_1_SF_3149_5_1
1,2023,3149,SF,1,6,"PARADA 45""",,0,1,1_1,1_1_SF_3149,1_1_SF_3149_6_1
1,2023,3149,SF,1,7,INMERSOR BAJADA RAPIDA -SUBIDA LENTA,,0,1,1_1,1_1_SF_3149,1_1_SF_3149_7_1
1,2023,3149,SF,1,8,"INMERSOR PARADO ABAJO 0""",,0,1,1_1,1_1_SF_3149,1_1_SF_3149_8_1
1,2023,3149,SF,1,9,MEDIDA UTILAGE 82mm,,0,1,1_1,1_1_SF_3149,1_1_SF_3149_9_1
1,2023,3149,SF,1,10,GRUESO 1.5mm,,0,1,1_1,1_1_SF_3149,1_1_SF_3149_10_1
1,2023,23000069,NF,1,2,MONTADAS EN PASAMANO,,0,1,1_1,1_1_NF_23000069,1_1_NF_23000069_2_1
1,2023,23000017,PV,1,2,"DECAPAR, SOLDAR VARILLA D4 EN EL CANTO",,0,1,1_1,1_1_PV_23000017,1_1_PV_23000017_2_1
1,2023,3172,SF,1,1,SENSA MATERIAL,,0,1,1_1,1_1_SF_3172,1_1_SF_3172_1_1
1,2023,23000023,PC,1,2,Heat YH CX-2287-WG Lot 2211053 D8,,0,1,1_1,1_1_PC_23000023,1_1_PC_23000023_2_1
1,2023,23000017,PV,1,3,PLASTISOLAR DOS BAÑOS,,0,1,1_1,1_1_PV_23000017,1_1_PV_23000017_3_1
1,2023,3155,SF,1,2,2 marco x 2tiras x 5piezas = 20,,0,1,1_1,1_1_SF_3155,1_1_SF_3155_2_1
1,2023,3155,SF,1,3,CALENTAR 230º 1MARCO,,0,1,1_1,1_1_SF_3155,1_1_SF_3155_3_1
1,2023,3155,SF,1,4,COCER 200º 2MARCOS,,0,1,1_1,1_1_SF_3155,1_1_SF_3155_4_1
1,2023,3154,SF,1,2,2marcos x 4tiras x 2piezas = 16,,0,1,1_1,1_1_SF_3154,1_1_SF_3154_2_1
1,2023,3154,SF,1,3,CALENTAR 230º 1MARCO,,0,1,1_1,1_1_SF_3154,1_1_SF_3154_3_1
1,2023,3154,SF,1,4,COCER 200º 2MARCOS,,0,1,1_1,1_1_SF_3154,1_1_SF_3154_4_1
1,2023,3154,SF,1,5,"FRECUENCIA 300""",,0,1,1_1,1_1_SF_3154,1_1_SF_3154_5_1
1,2023,3154,SF,1,6,COCER 200º 2MARCOS,,0,1,1_1,1_1_SF_3154,1_1_SF_3154_6_1
1,2023,3154,SF,1,7,INMERSOR BAJADA RAPIDA - SUBIDA LENTA,,0,1,1_1,1_1_SF_3154,1_1_SF_3154_7_1
1,2023,3154,SF,1,8,"INMERSOR PARADO ABAJO 0""",,0,1,1_1,1_1_SF_3154,1_1_SF_3154_8_1
1,2023,3154,SF,1,9,MEDIDA UTILAGE 82mm,,0,1,1_1,1_1_SF_3154,1_1_SF_3154_9_1
1,2023,3154,SF,1,10,GRUESO 1.5mm,,0,1,1_1,1_1_SF_3154,1_1_SF_3154_10_1
1,2023,3156,SF,1,2,5marcos x 4tiras x 5piezas = 100,,0,1,1_1,1_1_SF_3156,1_1_SF_3156_2_1
1,2023,3156,SF,1,3,CALENTAR 230º 1MARCO,,0,1,1_1,1_1_SF_3156,1_1_SF_3156_3_1
1,2023,3156,SF,1,4,5marcos x 4tiras x 5piezas = 100,,0,1,1_1,1_1_SF_3156,1_1_SF_3156_4_1
1,2023,3156,SF,1,5,"FRECUENCIA 300""",,0,1,1_1,1_1_SF_3156,1_1_SF_3156_5_1
1,2023,3156,SF,1,6,"PARADO ABAJO 20""",,0,1,1_1,1_1_SF_3156,1_1_SF_3156_6_1
1,2023,3156,SF,1,7,MEDIDA UTILAGE 102mm,,0,1,1_1,1_1_SF_3156,1_1_SF_3156_7_1
1,2023,3156,SF,1,8,"GRUESO 1,50mm",,0,1,1_1,1_1_SF_3156,1_1_SF_3156_8_1
1,2023,3156,SF,1,9,,,0,1,1_1,1_1_SF_3156,1_1_SF_3156_9_1
1,2023,3156,SF,1,10,,,0,1,1_1,1_1_SF_3156,1_1_SF_3156_10_1
1,2023,23000024,PV,1,2,"A700 CBZA.GOMA, 5MT CABLE, SELLADO",,0,1,1_1,1_1_PV_23000024,1_1_PV_23000024_2_1
1,2023,3187,SF,1,2,5marcos x 4tiras x 6piezas = 120,,0,1,1_1,1_1_SF_3187,1_1_SF_3187_2_1
1,2023,2996,SF,1,12,INOX-304 QUE FALTA SON RETALLS,,0,1,1_1,1_1_SF_2996,1_1_SF_2996_12_1
1,2023,23000088,EC,1,15,MATERIAL DIVERS,,1,1,1_1,1_1_EC_23000088,1_1_EC_23000088_15_1
1,2023,23000049,PC,1,2,PT-552068,,0,1,1_1,1_1_PC_23000049,1_1_PC_23000049_2_1
1,2023,23000022,PC,1,2,Art. I24008,,0,1,1_1,1_1_PC_23000022,1_1_PC_23000022_2_1
1,2023,23000022,PC,1,4,Art. I24008,,0,1,1_1,1_1_PC_23000022,1_1_PC_23000022_4_1
1,2023,23000013,PC,1,2,SM380 1 caja Lote  91337,,0,1,1_1,1_1_PC_23000013,1_1_PC_23000013_2_1
1,2023,23000013,PC,1,4,C90 2 cajas de 1000ud  Lote 46313,,0,1,1_1,1_1_PC_23000013,1_1_PC_23000013_4_1
1,2023,23000390,SV,1,2,x 1000,,1,1,1_1,1_1_SV_23000390,1_1_SV_23000390_2_1
1,2023,23000023,EC,1,2,PT-682290........................NUEVO,,1,1,1_1,1_1_EC_23000023,1_1_EC_23000023_2_1
1,2023,23000007,EC,1,2,720x220x178 canal alimentación,,1,1,1_1,1_1_EC_23000007,1_1_EC_23000007_2_1
1,2023,23000007,EC,1,3,762x175x180 canal predosis,,1,1,1_1,1_1_EC_23000007,1_1_EC_23000007_3_1
1,2023,23000017,EC,1,4,"Heat 5222-11 por 12,82kg",,1,1,1_1,1_1_EC_23000017,1_1_EC_23000017_4_1
1,2023,23000008,EC,1,2,2 barras de 6000mm,,1,1,1_1,1_1_EC_23000008,1_1_EC_23000008_2_1
1,2023,23000032,SV,1,2,A 600x150x50 CORTADA DE CESTAS MAS LARGA,,1,1,1_1,1_1_SV_23000032,1_1_SV_23000032_2_1
1,2023,3152,SF,1,2,5marcos x 4tiras x 3piezas = 60,,0,1,1_1,1_1_SF_3152,1_1_SF_3152_2_1
1,2023,3152,SF,1,3,CALENTAR 230º 1MARCO,,0,1,1_1,1_1_SF_3152,1_1_SF_3152_3_1
1,2023,3152,SF,1,4,COCER 200º 2MARCOS,,0,1,1_1,1_1_SF_3152,1_1_SF_3152_4_1
1,2023,3152,SF,1,5,"FRECUENCIA 300""",,0,1,1_1,1_1_SF_3152,1_1_SF_3152_5_1
1,2023,3152,SF,1,6,"PARADA 45""",,0,1,1_1,1_1_SF_3152,1_1_SF_3152_6_1
1,2023,3152,SF,1,7,INMERSOR BAJADA RAPIDA -SUBIDA LENTA,,0,1,1_1,1_1_SF_3152,1_1_SF_3152_7_1
1,2023,3152,SF,1,8,"INMERSOR PARADO ABAJO 0""",,0,1,1_1,1_1_SF_3152,1_1_SF_3152_8_1
1,2023,3152,SF,1,9,MEDIDA UTILAGE 82mm,,0,1,1_1,1_1_SF_3152,1_1_SF_3152_9_1
1,2023,3152,SF,1,10,GRUESO 1.5mm,,0,1,1_1,1_1_SF_3152,1_1_SF_3152_10_1
1,2023,3155,SF,1,5,"FRECUENCIA 300""",,0,1,1_1,1_1_SF_3155,1_1_SF_3155_5_1
1,2023,3155,SF,1,6,"PARADA 45""",,0,1,1_1,1_1_SF_3155,1_1_SF_3155_6_1
1,2023,3155,SF,1,7,INMERSOR BAJADA RAPIDA-SUBIDA LENTA,,0,1,1_1,1_1_SF_3155,1_1_SF_3155_7_1
1,2023,3155,SF,1,8,"INMERSOR PARADO ABAJO 0""",,0,1,1_1,1_1_SF_3155,1_1_SF_3155_8_1
1,2023,3155,SF,1,9,MEDIDA UTILAGE 82mm,,0,1,1_1,1_1_SF_3155,1_1_SF_3155_9_1
1,2023,3155,SF,1,10,GRUESO 1.5mm,,0,1,1_1,1_1_SF_3155,1_1_SF_3155_10_1
1,2023,23000024,PC,1,2,5 barras de 5000mm,,0,1,1_1,1_1_PC_23000024,1_1_PC_23000024_2_1
1,2023,23000030,PV,1,2,"2x1200, 2x800, 3x700",,0,1,1_1,1_1_PV_23000030,1_1_PV_23000030_2_1
1,2023,23000030,PV,1,3,**QUEDAN 2 TUBOS EN DEPOSITO**,,0,1,1_1,1_1_PV_23000030,1_1_PV_23000030_3_1
1,2023,23000113,PV,1,2,CBZAL GOMA,,0,1,1_1,1_1_PV_23000113,1_1_PV_23000113_2_1
1,2023,23000013,EC,1,2,"MZ 22,64 + prep 206",,1,1,1_1,1_1_EC_23000013,1_1_EC_23000013_2_1
1,2023,23000038,PV,1,2,3MT CABLE,,0,1,1_1,1_1_PV_23000038,1_1_PV_23000038_2_1
1,2023,23000040,PV,1,2,*Devolvemos 10 barras,,0,1,1_1,1_1_PV_23000040,1_1_PV_23000040_2_1
1,2023,3249,SF,1,1,sensa material,,0,1,1_1,1_1_SF_3249,1_1_SF_3249_1_1
1,2023,23000033,PV,1,2,PANTALLA BAÑO DE CROMO ONLINE,,0,1,1_1,1_1_PV_23000033,1_1_PV_23000033_2_1
1,2023,23000048,PV,1,2,1 rollo,,0,1,1_1,1_1_PV_23000048,1_1_PV_23000048_2_1
1,2023,23000018,EC,1,3,Evitar que se enswucien la spiezas con el rebote del láser,,1,1,1_1,1_1_EC_23000018,1_1_EC_23000018_3_1
1,2023,23000032,PC,1,2,B100D32C95,,0,1,1_1,1_1_PC_23000032,1_1_PC_23000032_2_1
1,2023,23000001,EC,1,2,"TOLERANCIA DIAMETRO 10 +0,05 / -0,09",,1,1,1_1,1_1_EC_23000001,1_1_EC_23000001_2_1
1,2023,23000001,EC,1,3,"INACTIVO POR LADO 350mm, ESPIGA M-4",,1,1,1_1,1_1_EC_23000001,1_1_EC_23000001_3_1
1,2023,23000001,EC,1,4,DESPUES HEMOS DE DOBLAR A r30,,1,1,1_1,1_1_EC_23000001,1_1_EC_23000001_4_1
1,2023,23000001,EC,1,5,MARCAR SEGÚN INDICACIONES,,1,1,1_1,1_1_EC_23000001,1_1_EC_23000001_5_1
1,2023,23000001,EC,1,6,S/REF. F124071,,1,1,1_1,1_1_EC_23000001,1_1_EC_23000001_6_1
1,2023,23000061,SV,1,4,LARGO 950,,1,1,1_1,1_1_SV_23000061,1_1_SV_23000061_4_1
1,2023,23000045,PV,1,2,1250x2500,,0,1,1_1,1_1_PV_23000045,1_1_PV_23000045_2_1
1,2023,23000045,PV,1,3,Taric: 8108909099,,0,1,1_1,1_1_PV_23000045,1_1_PV_23000045_3_1
1,2023,23000045,PV,1,4,Condiciones Venta: EX-WORKS,,0,1,1_1,1_1_PV_23000045,1_1_PV_23000045_4_1
1,2023,3250,SF,1,1,sensa material,,0,1,1_1,1_1_SF_3250,1_1_SF_3250_1_1
1,2023,23000066,SV,1,2,1250x2500,,1,1,1_1,1_1_SV_23000066,1_1_SV_23000066_2_1
1,2023,23000066,SV,1,3,Taric: 8108909099,,1,1,1_1,1_1_SV_23000066,1_1_SV_23000066_3_1
1,2023,23000040,SV,1,2,"2x1200, 2x800, 3x700",,1,1,1_1,1_1_SV_23000040,1_1_SV_23000040_2_1
1,2023,23000004,EC,1,2,SR-LZH-400/100-4Z-PTF/316-08-00-PB10-100,,1,1,1_1,1_1_EC_23000004,1_1_EC_23000004_2_1
1,2023,23000004,EC,1,3,FICHA REF. 140901-00,,1,1,1_1,1_1_EC_23000004,1_1_EC_23000004_3_1
1,2023,23000079,EC,1,4,CBZAL GOMA,,1,1,1_1,1_1_EC_23000079,1_1_EC_23000079_4_1
1,2023,23000003,EC,1,1,GASOIL B,,1,1,1_1,1_1_EC_23000003,1_1_EC_23000003_1_1
1,2023,23000060,PC,1,2,1 Rollo,,0,1,1_1,1_1_PC_23000060,1_1_PC_23000060_2_1
1,2023,23000058,EC,1,1,GASOIL B,,1,1,1_1,1_1_EC_23000058,1_1_EC_23000058_1_1
1,2023,23000067,PV,1,2,CBZL GOMA,,0,1,1_1,1_1_PV_23000067,1_1_PV_23000067_2_1
1,2023,3151,SF,1,2,5marcos x 4tiras x 3piezas = 60,,0,1,1_1,1_1_SF_3151,1_1_SF_3151_2_1
1,2023,3151,SF,1,3,CALENTAR 230º 1MARCO,,0,1,1_1,1_1_SF_3151,1_1_SF_3151_3_1
1,2023,23000058,PV,1,2,SOLO CUELLO D10x300,,0,1,1_1,1_1_PV_23000058,1_1_PV_23000058_2_1
1,2023,23000058,PV,1,4,x300,,0,1,1_1,1_1_PV_23000058,1_1_PV_23000058_4_1
1,2023,3176,SF,1,1,sensa material,,0,1,1_1,1_1_SF_3176,1_1_SF_3176_1_1
1,2023,23000023,SV,1,2,720x220x178 canal alimentacion,,1,1,1_1,1_1_SV_23000023,1_1_SV_23000023_2_1
1,2023,23000023,SV,1,3,762x175x180 canal predosis,,1,1,1_1,1_1_SV_23000023,1_1_SV_23000023_3_1
1,2023,23000023,SV,1,4,952x381x243 tolva recepcion,,1,1,1_1,1_1_SV_23000023,1_1_SV_23000023_4_1
1,2023,23000018,PC,1,2,PT-682290........................NUEVO,,0,1,1_1,1_1_PC_23000018,1_1_PC_23000018_2_1
1,2023,23000018,PC,1,4,PT-682291......................NUEVO,,0,1,1_1,1_1_PC_23000018,1_1_PC_23000018_4_1
1,2023,3153,SF,1,2,5marcos x 4tiras x 3piezas = 60,,0,1,1_1,1_1_SF_3153,1_1_SF_3153_2_1
1,2023,3153,SF,1,3,CALENTAR 230º 1MARCO,,0,1,1_1,1_1_SF_3153,1_1_SF_3153_3_1
1,2023,3153,SF,1,4,COCER 200º 2MARCOS,,0,1,1_1,1_1_SF_3153,1_1_SF_3153_4_1
1,2023,3153,SF,1,5,"FRECUENCIA 300""",,0,1,1_1,1_1_SF_3153,1_1_SF_3153_5_1
1,2023,3153,SF,1,6,"PARADA 45""",,0,1,1_1,1_1_SF_3153,1_1_SF_3153_6_1
1,2023,3153,SF,1,7,INMERSOR BAJADA RAPIDA -SUBIDA LENTA,,0,1,1_1,1_1_SF_3153,1_1_SF_3153_7_1
1,2023,3153,SF,1,8,"INMERSOR PARADO ABAJO 0""",,0,1,1_1,1_1_SF_3153,1_1_SF_3153_8_1
1,2023,3153,SF,1,9,MEDIDA UTILAGE 82mm,,0,1,1_1,1_1_SF_3153,1_1_SF_3153_9_1
1,2023,3153,SF,1,10,GRUESO 1.5mm,,0,1,1_1,1_1_SF_3153,1_1_SF_3153_10_1
1,2023,3153,SF,1,11,EMPAQUETAR CAJAS PEQUEÑAS,,0,1,1_1,1_1_SF_3153,1_1_SF_3153_11_1
1,2023,23000110,PC,1,2,CBZAL GOMA,,0,1,1_1,1_1_PC_23000110,1_1_PC_23000110_2_1
1,2023,23000040,PC,1,2,1 ROLLO DE 14000mm,,0,1,1_1,1_1_PC_23000040,1_1_PC_23000040_2_1
1,2023,23000028,PC,1,2,"Serpentín 618,80",,0,1,1_1,1_1_PC_23000028,1_1_PC_23000028_2_1
1,2023,23000028,PC,1,3,Modificación bombo 1475:00,,0,1,1_1,1_1_PC_23000028,1_1_PC_23000028_3_1
1,2023,23000035,PC,1,2,"2,5MT CABLE",,0,1,1_1,1_1_PC_23000035,1_1_PC_23000035_2_1
1,2023,23000042,PV,1,2,CBZAL GOMA,,0,1,1_1,1_1_PV_23000042,1_1_PV_23000042_2_1
1,2023,3157,SF,1,2,,,0,1,1_1,1_1_SF_3157,1_1_SF_3157_2_1
1,2023,3157,SF,1,3,,,0,1,1_1,1_1_SF_3157,1_1_SF_3157_3_1
1,2023,3157,SF,1,4,,,0,1,1_1,1_1_SF_3157,1_1_SF_3157_4_1
1,2023,3157,SF,1,5,,,0,1,1_1,1_1_SF_3157,1_1_SF_3157_5_1
1,2023,3157,SF,1,6,,,0,1,1_1,1_1_SF_3157,1_1_SF_3157_6_1
1,2023,3157,SF,1,7,,,0,1,1_1,1_1_SF_3157,1_1_SF_3157_7_1
1,2023,3157,SF,1,8,,,0,1,1_1,1_1_SF_3157,1_1_SF_3157_8_1
1,2023,3157,SF,1,9,,,0,1,1_1,1_1_SF_3157,1_1_SF_3157_9_1
1,2023,3157,SF,1,10,,,0,1,1_1,1_1_SF_3157,1_1_SF_3157_10_1
1,2023,23000019,PC,1,2,"A700 CBZA GOMA 5MT CABLE, SELLADO",,0,1,1_1,1_1_PC_23000019,1_1_PC_23000019_2_1
1,2023,23000034,PC,1,2,2000x1000MM,,0,1,1_1,1_1_PC_23000034,1_1_PC_23000034_2_1
1,2023,3151,SF,1,4,COCER 200º 2MARCOS,,0,1,1_1,1_1_SF_3151,1_1_SF_3151_4_1
1,2023,23000029,EC,1,4,Heat YH CX-2205-WG Lot 2212076 D10,,1,1,1_1,1_1_EC_23000029,1_1_EC_23000029_4_1
1,2023,23000009,EC,1,2,s/ART. i24008,,1,1,1_1,1_1_EC_23000009,1_1_EC_23000009_2_1
1,2023,23000042,PV,1,4,LARGO 950,,0,1,1_1,1_1_PV_23000042,1_1_PV_23000042_4_1
1,2023,3151,SF,1,5,"FRECUENCIA 300""",,0,1,1_1,1_1_SF_3151,1_1_SF_3151_5_1
1,2023,3151,SF,1,6,"PARADA 45""",,0,1,1_1,1_1_SF_3151,1_1_SF_3151_6_1
1,2023,23000026,PC,1,2,Article Nº: 16009-0129,,0,1,1_1,1_1_PC_23000026,1_1_PC_23000026_2_1
1,2023,3151,SF,1,7,INMERSOR BAJADA RAPIDA -SUBIDA LENTA,,0,1,1_1,1_1_SF_3151,1_1_SF_3151_7_1
1,2023,3151,SF,1,8,"INMERSOR PARADO ABAJO 0""",,0,1,1_1,1_1_SF_3151,1_1_SF_3151_8_1
1,2023,3151,SF,1,9,MEDIDA UTILAGE 82mm,,0,1,1_1,1_1_SF_3151,1_1_SF_3151_9_1
1,2023,3151,SF,1,10,GRUESO 1.5mm,,0,1,1_1,1_1_SF_3151,1_1_SF_3151_10_1
1,2023,3164,SF,1,1,sensa material,,0,1,1_1,1_1_SF_3164,1_1_SF_3164_1_1
1,2023,23000030,PC,1,2,SR-LZH-400/100-4Z-PTF/316-08-00-PB10-100,,0,1,1_1,1_1_PC_23000030,1_1_PC_23000030_2_1
