empresa,codigo,clv_art,tipo,subcta,idioma,descripcion,empresa_id,codigo_id,name
1,12/PG00118,,0,,,COJINETE ENGRANAJE INTERM.MINIBOMBO,1,1_12/PG00118,1_12/PG00118_COJINETE ENGRANAJE INTERM.MINIBOMBO
1,01/09033,,0,,,ANODO COBRE/FOSFOROSO 10x50x75,1,1_01/09033,1_01/09033_ANODO COBRE/FOSFOROSO 10x50x75
1,02/08775,,0,,,"SERP.Ti D25,4 -L-750x1350x700 P6",1,1_02/08775,"1_02/08775_SERP.Ti D25,4 -L-750x1350x700 P6"
1,01/09045,,0,,,BAJ.SIMPLE(DE) L1340 4PISOSx5POS,1,1_01/09045,1_01/09045_BAJ.SIMPLE(DE) L1340 4PISOSx5POS
1,01/00352AR,,0,,,BASTIDOR Al 60PZS C-5 C-5 REPARADO,1,1_01/00352AR,1_01/00352AR_BASTIDOR Al 60PZS C-5 C-5 REPARADO
1,12/PP00026,,0,,,SOPORTE INTERMEDIO PP L135 P/PL.10,1,1_12/PP00026,1_12/PP00026_SOPORTE INTERMEDIO PP L135 P/PL.10
1,12/PP00027,,0,,,SOPORTE INTERMEDIO PP L190 P/PL.10,1,1_12/PP00027,1_12/PP00027_SOPORTE INTERMEDIO PP L190 P/PL.10
1,01/0905401,,0,,,INOX304 500x26x3 25REG.CORT/LASER,1,1_01/0905401,1_01/0905401_INOX304 500x26x3 25REG.CORT/LASER
1,.YTAM,,0,,,.NETEJA - TALLER,1,1_.YTAM,1_.YTAM_.NETEJA - TALLER
1,01/09053M3,,0,,,MZ INOX304 D5x2+D12x22+M5x14,1,1_01/09053M3,1_01/09053M3_MZ INOX304 D5x2+D12x22+M5x14
1,01/09056,,0,,,BASTIDOR L790 5PISOSx2PZS,1,1_01/09056,1_01/09056_BASTIDOR L790 5PISOSx2PZS
1,02/08829,,0,,,"SERP.Ti D25,4 1750x2600 P8",1,1_02/08829,"1_02/08829_SERP.Ti D25,4 1750x2600 P8"
1,55/05002MP,,0,,,"MT TITANIO GR2 REDONDO 50,00mm",1,1_55/05002MP,"1_55/05002MP_MT TITANIO GR2 REDONDO 50,00mm"
1,02/08813,,0,,,"PORTA-ANODO Ti 12,7x6,3 L140 M8x40",1,1_02/08813,"1_02/08813_PORTA-ANODO Ti 12,7x6,3 L140 M8x40"
1,01/09070,,0,,,"BAJANTE L1010 9TAL.D8,5(A 100)",1,1_01/09070,"1_01/09070_BAJANTE L1010 9TAL.D8,5(A 100)"
1,51/32510,,0,,,HIERRO N. PASAMANO 25x10,1,1_51/32510,1_51/32510_HIERRO N. PASAMANO 25x10
1,04/33255,,0,,,FUNDA PERFIL PE-0076 PLASTIS.NEGRO,1,1_04/33255,1_04/33255_FUNDA PERFIL PE-0076 PLASTIS.NEGRO
1,04/33257,,0,,,FUNDA PERFIL PE-13543 PLASTIS.NEGRO,1,1_04/33257,1_04/33257_FUNDA PERFIL PE-13543 PLASTIS.NEGRO
1,12/PP00030,,0,,,CUBA PP 5000x1300x1400 -ANODIZADO-,1,1_12/PP00030,1_12/PP00030_CUBA PP 5000x1300x1400 -ANODIZADO-
1,.PAP-V,,0,,,.MATERIAL D'OFICINA - VENDES,1,1_.PAP-V,1_.PAP-V_.MATERIAL D'OFICINA - VENDES
1,04/33254,,0,,,FUNDA PERFIL PE-13630 PLASTIS.NEGRO,1,1_04/33254,1_04/33254_FUNDA PERFIL PE-13630 PLASTIS.NEGRO
1,12/PP00030M,,0,,,CUBA PP 5000x1300x1400 -ANODIZADO-,1,1_12/PP00030M,1_12/PP00030M_CUBA PP 5000x1300x1400 -ANODIZADO-
1,10/10143M,,0,,,MZ TUERCA Ti DIN-934 M-14,1,1_10/10143M,1_10/10143M_MZ TUERCA Ti DIN-934 M-14
1,01/00375C,,0,,,BAST.985x474 4BAJx8PISx2PZS(64PZS),1,1_01/00375C,1_01/00375C_BAST.985x474 4BAJx8PISx2PZS(64PZS)
1,12/PG05201,,0,,,PLETINA CONEXION MOD.260 STANDARD,1,1_12/PG05201,1_12/PG05201_PLETINA CONEXION MOD.260 STANDARD
1,12/PG05202,,0,,,GRUPO CONTACTO Y SOPORTE STANDARD,1,1_12/PG05202,1_12/PG05202_GRUPO CONTACTO Y SOPORTE STANDARD
1,03/0037801,,0,,,"REST.INOX316 D9,8x3114 I250 1000W 230V 9370H",1,1_03/0037801,"1_03/0037801_REST.INOX316 D9,8x3114 I250 1000W 230V 9370H"
1,55/8160822,,0,,,M2.MALLA EXPANDIDA Ti 16x8x2x2,1,1_55/8160822,1_55/8160822_M2.MALLA EXPANDIDA Ti 16x8x2x2
1,.YTI,,0,,,.REPARACIONS - TITA,1,1_.YTI,1_.YTI_.REPARACIONS - TITA
1,02/08779,,0,,,BAST.Ti (DE) 7BAJx8PZS D54/56,1,1_02/08779,1_02/08779_BAST.Ti (DE) 7BAJx8PZS D54/56
1,02/08815M,,0,,,"CORT/LASER ARANDELA Ti D104xD87x1,5",1,1_02/08815M,"1_02/08815M_CORT/LASER ARANDELA Ti D104xD87x1,5"
1,57/00004,,0,,,COBRE REDONDO 4,1,1_57/00004,1_57/00004_COBRE REDONDO 4
1,12/252010,,0,,,CALENTADOR Ti D25 2000W 230V 1000,1,1_12/252010,1_12/252010_CALENTADOR Ti D25 2000W 230V 1000
1,01/09040,,0,,,GANCHO Cu+PVC D4 L320 P/D20,1,1_01/09040,1_01/09040_GANCHO Cu+PVC D4 L320 P/D20
1,01/09041,,0,,,GANCHO Cu+PVC D4 L200 P/D20 90o,1,1_01/09041,1_01/09041_GANCHO Cu+PVC D4 L200 P/D20 90o
1,02/08810,,0,,,"SERP.Ti D25,4 800x950 PC7",1,1_02/08810,"1_02/08810_SERP.Ti D25,4 800x950 PC7"
1,01/08965R,,0,,,BASTIDOR 01/08965 REPARADO,1,1_01/08965R,1_01/08965R_BASTIDOR 01/08965 REPARADO
1,01/09058,,0,,,BASTIDOR 250x220 3PZS P/TUBO D20,1,1_01/09058,1_01/09058_BASTIDOR 250x220 3PZS P/TUBO D20
1,12/RQ00018M,,0,,,CUBA ARQ+Pb 1350x800x1000 P100 CE,1,1_12/RQ00018M,1_12/RQ00018M_CUBA ARQ+Pb 1350x800x1000 P100 CE
1,PR/LEHI/0001,,0,,,MARCO Fe.946x835x66 22BESx14PES,1,1_PR/LEHI/0001,1_PR/LEHI/0001_MARCO Fe.946x835x66 22BESx14PES
1,02/10460,,0,,,"SERP.Ti D25,4 1225x2375 P6 1""",1,1_02/10460,"1_02/10460_SERP.Ti D25,4 1225x2375 P6 1"""
1,12/900221,,0,,,CALENT.PORCELAN.D40 1250W 380V  800,1,1_12/900221,1_12/900221_CALENT.PORCELAN.D40 1250W 380V  800
1,03/00217M,,0,,,REST.INOX316 2000W 230V-L-1200x1800,1,1_03/00217M,1_03/00217M_REST.INOX316 2000W 230V-L-1200x1800
1,01/00339B,,0,,,BAST.Al 985x610 6BAJx1PZx2,1,1_01/00339B,1_01/00339B_BAST.Al 985x610 6BAJx1PZx2
1,12/PP00024,,0,,,CUBA PP-10mm D1500x1100 C/TAPA,1,1_12/PP00024,1_12/PP00024_CUBA PP-10mm D1500x1100 C/TAPA
1,01/10306,,0,,,ANODO Pb/Sn7% 100-10x850+TC100+PLAST,1,1_01/10306,1_01/10306_ANODO Pb/Sn7% 100-10x850+TC100+PLAST
1,03/00218,,0,,,CALENT.INOX.6 2000W 220V -L-350x270,1,1_03/00218,1_03/00218_CALENT.INOX.6 2000W 220V -L-350x270
1,12/70013A01,,0,,,REST.2500W 230V BOBINADA EN CRUZETA,1,1_12/70013A01,1_12/70013A01_REST.2500W 230V BOBINADA EN CRUZETA
1,PR/1854/0006,,0,,,,1,1_PR/1854/0006,
1,PR/1047/0019,,0,,,TRAV.INOX L915 18PIEZAS,1,1_PR/1047/0019,1_PR/1047/0019_TRAV.INOX L915 18PIEZAS
1,01/00369,,0,,,BAST.985x529 7BAJx9PISx2 TAPAS D65,1,1_01/00369,1_01/00369_BAST.985x529 7BAJx9PISx2 TAPAS D65
1,01/00337CR,,0,,,BAST.(I) 01/00337C VARETE REPARADO,1,1_01/00337CR,1_01/00337CR_BAST.(I) 01/00337C VARETE REPARADO
1,01/08951R,,0,,,BASTIDOR LATON S/REF.2763 REPARADO,1,1_01/08951R,1_01/08951R_BASTIDOR LATON S/REF.2763 REPARADO
1,02/08776,,0,,,PINZA Ti Vp-1x9 60x14/32x60,1,1_02/08776,1_02/08776_PINZA Ti Vp-1x9 60x14/32x60
1,10/00276,,0,,,CESTA Ti-P-16x8 350x150x30,1,1_10/00276,1_10/00276_CESTA Ti-P-16x8 350x150x30
1,51/00120,,0,,,HIERRO N. REDONDO 12,1,1_51/00120,1_51/00120_HIERRO N. REDONDO 12
1,02/08777,,0,,,VAINA Ti D.EXT.10x500 C/SOPORTE,1,1_02/08777,1_02/08777_VAINA Ti D.EXT.10x500 C/SOPORTE
1,02/08748A,,0,,,"BAST.Ti (DE) 13BAJx22PZS D16/18 0,7",1,1_02/08748A,"1_02/08748A_BAST.Ti (DE) 13BAJx22PZS D16/18 0,7"
1,01/09065,,0,,,SERP.Fe D25 1230x3800-PC12,1,1_01/09065,1_01/09065_SERP.Fe D25 1230x3800-PC12
1,12/00450,,0,,,KGR.ANODO COBRE FOSFOROSO 10mm,1,1_12/00450,1_12/00450_KGR.ANODO COBRE FOSFOROSO 10mm
1,55/00602MPA,,0,,,"TITANIO GR2 ASTM B348 VARILLA 6,00",1,1_55/00602MPA,"1_55/00602MPA_TITANIO GR2 ASTM B348 VARILLA 6,00"
1,57/00010MP,,0,,,MTRS.COBRE REDONDO 10,1,1_57/00010MP,1_57/00010MP_MTRS.COBRE REDONDO 10
1,PR/1856/0001,,0,,,BAST.LL+INOX 980x240 3BESx6PZS.INTx2 INT.-EMBELLECEDOR FOCO-,1,1_PR/1856/0001,1_PR/1856/0001_BAST.LL+INOX 980x240 3BESx6PZS.INTx2 INT.-EMBELLECEDOR FOCO-
1,02/10033M4,,0,,,MZ ARANDELA Ti D8x4x3,1,1_02/10033M4,1_02/10033M4_MZ ARANDELA Ti D8x4x3
1,02/08814,,0,,,BAIXANT CEN.18.2.4a (L 15x9) MAB-5-,1,1_02/08814,1_02/08814_BAIXANT CEN.18.2.4a (L 15x9) MAB-5-
1,55/00503MP,,0,,,"MT TITANIO GR3 VARILLA 5,00mm",1,1_55/00503MP,"1_55/00503MP_MT TITANIO GR3 VARILLA 5,00mm"
1,01/09053M4,,0,,,"MZ INOX304 D5x2+D12x10,5+M5x14",1,1_01/09053M4,"1_01/09053M4_MZ INOX304 D5x2+D12x10,5+M5x14"
1,10/116100M,,0,,,MZ ESPARRAGO Ti M-6x108,1,1_10/116100M,1_10/116100M_MZ ESPARRAGO Ti M-6x108
1,03/2221050,,0,,,CALENT.Ti.4 1000W 220V E-500,1,1_03/2221050,1_03/2221050_CALENT.Ti.4 1000W 220V E-500
1,.YES,,0,,,.REPARACIONS - ESTRUCTURA,1,1_.YES,1_.YES_.REPARACIONS - ESTRUCTURA
1,01/00354AR,,0,,,BASTIDOR 01/00354A REPARADO,1,1_01/00354AR,1_01/00354AR_BASTIDOR 01/00354A REPARADO
1,.YESM,,0,,,.NETEJA - ESTRUCTURA,1,1_.YESM,1_.YESM_.NETEJA - ESTRUCTURA
1,12/252509,,0,,,CALENTADOR Ti D25 2500W 230V  900,1,1_12/252509,1_12/252509_CALENTADOR Ti D25 2500W 230V  900
1,01/08806A,,0,,,BAST.INOX316+PVC L705 6POSx2 M6,1,1_01/08806A,1_01/08806A_BAST.INOX316+PVC L705 6POSx2 M6
1,01/08806AM,,0,,,MZ MECHA D4x5 TORNILLO M6X25,1,1_01/08806AM,1_01/08806AM_MZ MECHA D4x5 TORNILLO M6X25
1,01/08926R,,0,,,BASTIDOR INOX. 01/08926 REPARADO,1,1_01/08926R,1_01/08926R_BASTIDOR INOX. 01/08926 REPARADO
1,.ABC3,,0,,,"",1,1_.ABC3,1_.ABC3_
1,12/RQ00019,,0,,,CUBA ARQ 710x500x800 A60 P160,1,1_12/RQ00019,1_12/RQ00019_CUBA ARQ 710x500x800 A60 P160
1,01/09067,,0,,,BAS.Fe.1010x150 2BA.x17PIN. 1er.92,1,1_01/09067,1_01/09067_BAS.Fe.1010x150 2BA.x17PIN. 1er.92
1,04/00719,,0,,,GANCHO 35A PLASTIS.NEGRO,1,1_04/00719,1_04/00719_GANCHO 35A PLASTIS.NEGRO
1,02/08815,,0,,,"ARANDELA Ti.D.Ext.104 D.Int.87 P1,5",1,1_02/08815,"1_02/08815_ARANDELA Ti.D.Ext.104 D.Int.87 P1,5"
1,02/08785,,0,,,BAST.Ti L.5.7.2.4a,1,1_02/08785,1_02/08785_BAST.Ti L.5.7.2.4a
1,02/08786,,0,,,BAST.Ti L.6.10.2.3PUNTAS,1,1_02/08786,1_02/08786_BAST.Ti L.6.10.2.3PUNTAS
1,01/09034,,0,,,BAST.800x260 3PISOSx4PZS,1,1_01/09034,1_01/09034_BAST.800x260 3PISOSx4PZS
1,02/08774R,,0,,,GANCHO Ti D6x995 REPARADO,1,1_02/08774R,1_02/08774R_GANCHO Ti D6x995 REPARADO
1,02/08797,,0,,,"BASE Ti 160x160x1,5 T72,5 B0110010",1,1_02/08797,"1_02/08797_BASE Ti 160x160x1,5 T72,5 B0110010"
1,02/08797M,,0,,,"CORT/LASER Ti 160x160x1,5 T72,5",1,1_02/08797M,"1_02/08797M_CORT/LASER Ti 160x160x1,5 T72,5"
1,04/01201,,0,,,MANETA OVALADA FO.40.95 PLAST.GROC,1,1_04/01201,1_04/01201_MANETA OVALADA FO.40.95 PLAST.GROC
1,.YPL,,0,,,.REPARACIONS - PLASTISOL,1,1_.YPL,1_.YPL_.REPARACIONS - PLASTISOL
1,.YTA0,,0,,,.,1,1_.YTA0,1_.YTA0_.
1,01/09054M1,,0,,,MZ INOX304 D5x2+D12x7+M5x14,1,1_01/09054M1,1_01/09054M1_MZ INOX304 D5x2+D12x7+M5x14
1,TA11,,0,,,TALLER TERMINADOS-SEMITERMINADOS,1,1_TA11,1_TA11_TALLER TERMINADOS-SEMITERMINADOS
1,TA01,,0,,,TALLER FABRICACIONES,1,1_TA01,1_TA01_TALLER FABRICACIONES
1,TA00,,0,,,FABRICACIONES,1,1_TA00,1_TA00_FABRICACIONES
1,04/33701,,0,,,ASAS ALUMINIO PLAST.NEGRO L-165,1,1_04/33701,1_04/33701_ASAS ALUMINIO PLAST.NEGRO L-165
1,02/08812,,0,,,"SERP.Ti D25,4 1140x2400 PC6",1,1_02/08812,"1_02/08812_SERP.Ti D25,4 1140x2400 PC6"
1,.CAMI,,0,,,CAMISETA ByC ALG.150,1,1_.CAMI,1_.CAMI_CAMISETA ByC ALG.150
1,02/08824,,0,,,"CA?A Ti 12,7x6,35 L1300 TC.COBRE",1,1_02/08824,"1_02/08824_CA?A Ti 12,7x6,35 L1300 TC.COBRE"
1,12/T32116040,,0,,,TORNILLO AISI321 M-16x40,1,1_12/T32116040,1_12/T32116040_TORNILLO AISI321 M-16x40
1,12/PP00028,,0,,,SOPORTE/RULINA PP P/BARRA D25/30,1,1_12/PP00028,1_12/PP00028_SOPORTE/RULINA PP P/BARRA D25/30
1,01/09064,,0,,,"BAS.Cu(750),6PIS.(100)x2 CARES",1,1_01/09064,"1_01/09064_BAS.Cu(750),6PIS.(100)x2 CARES"
1,01/09069,,0,,,TRAV.L905 12GANCHOS D3 A 65mm.,1,1_01/09069,1_01/09069_TRAV.L905 12GANCHOS D3 A 65mm.
1,02/08789,,0,,,"ARANDELA Ti 85x85x1,5 TAL.42",1,1_02/08789,"1_02/08789_ARANDELA Ti 85x85x1,5 TAL.42"
1,01/00370,,0,,,BAST.985x520 4BAJx7PZS+4BAJx8PZS)x2,1,1_01/00370,1_01/00370_BAST.985x520 4BAJx7PZS+4BAJx8PZS)x2
1,02/08790,,0,,,"ARANDELA Ti 85x85x1,5 TAL.43",1,1_02/08790,"1_02/08790_ARANDELA Ti 85x85x1,5 TAL.43"
1,01/09028M,,0,,,MZ ASA INOX D10 D.INT.403x512,1,1_01/09028M,1_01/09028M_MZ ASA INOX D10 D.INT.403x512
1,01/09028M1,,0,,,MZ ARO INOX304 D10xD.INT.383,1,1_01/09028M1,1_01/09028M1_MZ ARO INOX304 D10xD.INT.383
1,01/0881304M,,0,,,ZINCADO(ZE) MESA DESCARGA,1,1_01/0881304M,1_01/0881304M_ZINCADO(ZE) MESA DESCARGA
1,01/08813-29,,0,,,MZ GUIA (IZ) FE 80x20 L860,1,1_01/08813-29,1_01/08813-29_MZ GUIA (IZ) FE 80x20 L860
1,01/08813-30,,0,,,MZ GUIA (DE) Fe 80x20 L860,1,1_01/08813-30,1_01/08813-30_MZ GUIA (DE) Fe 80x20 L860
1,01/09071,,0,,,BAJANTE L1010 9PISOSx2 D8 A 100mm,1,1_01/09071,1_01/09071_BAJANTE L1010 9PISOSx2 D8 A 100mm
1,12/80802,,0,,,BOLSA TELA PP P/CESTA 400x240x55,1,1_12/80802,1_12/80802_BOLSA TELA PP P/CESTA 400x240x55
1,04/33256,,0,,,FUNDA PERFIL PE-13541 PLASTIS.NEGRO,1,1_04/33256,1_04/33256_FUNDA PERFIL PE-13541 PLASTIS.NEGRO
1,01/08813-34,,0,,,MZ CAJON TRASERO Fe 80x20 L490,1,1_01/08813-34,1_01/08813-34_MZ CAJON TRASERO Fe 80x20 L490
1,02/08793,,0,,,"ARANDELA Ti D103.8x92x1,5",1,1_02/08793,"1_02/08793_ARANDELA Ti D103.8x92x1,5"
1,12/900221M,,0,,,REST.PORCEL.1250W 380V 800 I500,1,1_12/900221M,1_12/900221M_REST.PORCEL.1250W 380V 800 I500
1,02/08793M,,0,,,"CORT/LASER ARANDEL.Ti D103.8x92x1,5",1,1_02/08793M,"1_02/08793M_CORT/LASER ARANDEL.Ti D103.8x92x1,5"
1,10/00301,,0,,,CESTA Ti-P-10x5 600x150x30,1,1_10/00301,1_10/00301_CESTA Ti-P-10x5 600x150x30
1,02/08825M1,,0,,,CORT/LASER Ti 560x72x1 28CONTACTOS,1,1_02/08825M1,1_02/08825M1_CORT/LASER Ti 560x72x1 28CONTACTOS
1,01/0905303,,0,,,"INOX304 500x41,5x3 25REG.CORT/LASER",1,1_01/0905303,"1_01/0905303_INOX304 500x41,5x3 25REG.CORT/LASER"
1,02/08558AR,,0,,,BASTIDOR Ti 02/08558A REPARADO,1,1_02/08558AR,1_02/08558AR_BASTIDOR Ti 02/08558A REPARADO
1,01/09027,,0,,,BASTIDOR LATON S/REF. 3194,1,1_01/09027,1_01/09027_BASTIDOR LATON S/REF. 3194
1,02/08782,,0,,,BAIXANT Ti 23.2.3PUNTAS CENTRAL,1,1_02/08782,1_02/08782_BAIXANT Ti 23.2.3PUNTAS CENTRAL
1,12/80962,,0,,,BOLSA TELA PE 20MICRAS D180x400 ARO METALICO,1,1_12/80962,1_12/80962_BOLSA TELA PE 20MICRAS D180x400 ARO METALICO
1,02/07999,,0,,,PINZA Ti DE TRES PUNTAS,1,1_02/07999,1_02/07999_PINZA Ti DE TRES PUNTAS
1,54/994010MP,,0,,,M2 NIQUEL 200/1 CHAPA 1mm,1,1_54/994010MP,1_54/994010MP_M2 NIQUEL 200/1 CHAPA 1mm
1,01/09030,,0,,,BAST.INOX.L1000 4PISOSx2PZS,1,1_01/09030,1_01/09030_BAST.INOX.L1000 4PISOSx2PZS
1,02/08817,,0,,,ANODO Ti/Pt 10x5 50x120+TC.100,1,1_02/08817,1_02/08817_ANODO Ti/Pt 10x5 50x120+TC.100
1,02/08818,,0,,,ANODO Ti/Pt 10x5 60x120+TC.100,1,1_02/08818,1_02/08818_ANODO Ti/Pt 10x5 60x120+TC.100
1,.YTA,,0,,,.REPARACIONS - TALLER,1,1_.YTA,1_.YTA_.REPARACIONS - TALLER
1,.YCA,,0,,,.REPARACIONS - CALENTADORS,1,1_.YCA,1_.YCA_.REPARACIONS - CALENTADORS
1,PR/0617/0125,,0,,,BAST.Ti L1245 4POSx2CES CREMALLERES,1,1_PR/0617/0125,1_PR/0617/0125_BAST.Ti L1245 4POSx2CES CREMALLERES
1,12/70207,,0,,,REST.INOX 3x1000W 230/400V-L780x300,1,1_12/70207,1_12/70207_REST.INOX 3x1000W 230/400V-L780x300
1,02/07886,,0,,,CILINDRO TITA.DIAM.70x110 6/4/7.5/5,1,1_02/07886,1_02/07886_CILINDRO TITA.DIAM.70x110 6/4/7.5/5
1,PL04/99999,,0,,,MATERIALES ESPECIALES CALENTADORES,1,1_PL04/99999,1_PL04/99999_MATERIALES ESPECIALES CALENTADORES
1,PL90/99999,,0,,,CONSUMO Y REPOSICION PLASTISOL,1,1_PL90/99999,1_PL90/99999_CONSUMO Y REPOSICION PLASTISOL
1,01/09068,,0,,,BAS.Fe.1010x150 2BA.x17PIN. 1er.47,1,1_01/09068,1_01/09068_BAS.Fe.1010x150 2BA.x17PIN. 1er.47
1,51/00100,,0,,,HIERRO N. REDONDO 10,1,1_51/00100,1_51/00100_HIERRO N. REDONDO 10
1,51/00180,,0,,,HIERRO N. REDONDO 18,1,1_51/00180,1_51/00180_HIERRO N. REDONDO 18
1,51/00200,,0,,,HIERRO N. REDONDO 20,1,1_51/00200,1_51/00200_HIERRO N. REDONDO 20
1,52/00030,,0,,,HIERRO C. REDONDO 3mm,1,1_52/00030,1_52/00030_HIERRO C. REDONDO 3mm
1,52/00050,,0,,,HIERRO C. REDONDO 5mm,1,1_52/00050,1_52/00050_HIERRO C. REDONDO 5mm
1,52/00070,,0,,,HIERRO C. REDONDO 7mm,1,1_52/00070,1_52/00070_HIERRO C. REDONDO 7mm
1,52/00160,,0,,,HIERRO F1 REDONDO 16mm,1,1_52/00160,1_52/00160_HIERRO F1 REDONDO 16mm
1,53/00050,,0,,,INOXIDABLE -304- REDONDO 5,1,1_53/00050,1_53/00050_INOXIDABLE -304- REDONDO 5
1,53/00060,,0,,,INOXIDABLE -304- REDONDO 6,1,1_53/00060,1_53/00060_INOXIDABLE -304- REDONDO 6
1,53/00070,,0,,,INOXIDABLE -304- REDONDO 7,1,1_53/00070,1_53/00070_INOXIDABLE -304- REDONDO 7
1,53/00080,,0,,,INOXIDABLE -304- REDONDO 8,1,1_53/00080,1_53/00080_INOXIDABLE -304- REDONDO 8
1,54/00050,,0,,,INOXIDABLE -316- REDONDO 5,1,1_54/00050,1_54/00050_INOXIDABLE -316- REDONDO 5
1,TA,,0,,,TALLER,1,1_TA,1_TA_TALLER
1,TA25,,0,,,TORNILLERIA HIERRO,1,1_TA25,1_TA25_TORNILLERIA HIERRO
1,TA26,,0,,,TORNILLERIA INOXIDABLE,1,1_TA26,1_TA26_TORNILLERIA INOXIDABLE
1,TA27,,0,,,REMACHES,1,1_TA27,1_TA27_REMACHES
1,TA28,,0,,,SEMI-TERMINADOS PORRAS,1,1_TA28,1_TA28_SEMI-TERMINADOS PORRAS
1,TA51,,0,,,TALLER MATERIA HIERRO -N-,1,1_TA51,1_TA51_TALLER MATERIA HIERRO -N-
1,TA52,,0,,,TALLER MATERIA HIERRO -C-,1,1_TA52,1_TA52_TALLER MATERIA HIERRO -C-
1,10/01004,,0,,,"CORONA TITANIO PUNTAS-75 30PZ C/12,7",1,1_10/01004,"1_10/01004_CORONA TITANIO PUNTAS-75 30PZ C/12,7"
1,12/PG00010,,0,,,MINITAMBOR 470/220 CC 12V MP4722-02,1,1_12/PG00010,1_12/PG00010_MINITAMBOR 470/220 CC 12V MP4722-02
1,02/08790M,,0,,,"CORT/LASER ARAND.Ti 85x85x1,5 T43",1,1_02/08790M,"1_02/08790M_CORT/LASER ARAND.Ti 85x85x1,5 T43"
1,02/08792,,0,,,BAST.Ti (DE) 2BAJx5+2BAJx4 TAPA D92,1,1_02/08792,1_02/08792_BAST.Ti (DE) 2BAJx5+2BAJx4 TAPA D92
1,01/00373,,0,,,BAST.985x580 P/DESCROMAR 10 VARETES,1,1_01/00373,1_01/00373_BAST.985x580 P/DESCROMAR 10 VARETES
1,02/08789M,,0,,,"CORT/LASER ARAND.Ti 85x85x1,5 T42",1,1_02/08789M,"1_02/08789M_CORT/LASER ARAND.Ti 85x85x1,5 T42"
1,02/08788,,0,,,BAST.Ti M.03.09.2.PZA.PLANA 02,1,1_02/08788,1_02/08788_BAST.Ti M.03.09.2.PZA.PLANA 02
1,02/08796M,,0,,,"CORT/LASER Ti 160x160x1,5 T79,5",1,1_02/08796M,"1_02/08796M_CORT/LASER Ti 160x160x1,5 T79,5"
1,02/08795,,0,,,"BASE Ti 160x160x1,5 T85 B0110008",1,1_02/08795,"1_02/08795_BASE Ti 160x160x1,5 T85 B0110008"
1,01/00375,,0,,,BAST.985x600 8PISOSx8PZS-INTCL,1,1_01/00375,1_01/00375_BAST.985x600 8PISOSx8PZS-INTCL
1,01/09050,,0,,,BAJANTE CENTRAL L1340 4PISx5POSx2,1,1_01/09050,1_01/09050_BAJANTE CENTRAL L1340 4PISx5POSx2
1,TA53,,0,,,TALLER MATERIA PRIMA 302-304,1,1_TA53,1_TA53_TALLER MATERIA PRIMA 302-304
1,53/00040,,0,,,INOXIDABLE -304- REDONDO 4,1,1_53/00040,1_53/00040_INOXIDABLE -304- REDONDO 4
1,01/09048R,,0,,,BASTIDOR L940 5PISOSx2PZS REPARADO,1,1_01/09048R,1_01/09048R_BASTIDOR L940 5PISOSx2PZS REPARADO
1,03/00322,,0,,,CALENT.INOX316 500W 230V L-850xD300,1,1_03/00322,1_03/00322_CALENT.INOX316 500W 230V L-850xD300
1,01/08813-4,,0,,,MESA DESCARGA Fe 850x610x600,1,1_01/08813-4,1_01/08813-4_MESA DESCARGA Fe 850x610x600
1,02/08825M,,0,,,CORT/LASER Ti 560x62x1 28CONTACTOS,1,1_02/08825M,1_02/08825M_CORT/LASER Ti 560x62x1 28CONTACTOS
1,TA54,,0,,,TALLER MATERIA PRIMA 316,1,1_TA54,1_TA54_TALLER MATERIA PRIMA 316
1,TA57,,0,,,TALLER MATERIA PRIMA COBRE,1,1_TA57,1_TA57_TALLER MATERIA PRIMA COBRE
1,TA56,,0,,,TALLER MATERIA PRIMA LATON,1,1_TA56,1_TA56_TALLER MATERIA PRIMA LATON
1,TA58,,0,,,TALLER MATERIA PRIMA ALUMINIO,1,1_TA58,1_TA58_TALLER MATERIA PRIMA ALUMINIO
1,TA70,,0,,,TALLER MATERIA PRIMA -PLASTICOS-,1,1_TA70,1_TA70_TALLER MATERIA PRIMA -PLASTICOS-
1,TI,,0,,,TITANIO,1,1_TI,1_TI_TITANIO
1,TI02,,0,,,TITANIO FABRICACIONES,1,1_TI02,1_TI02_TITANIO FABRICACIONES
1,TI10,,0,,,TITANIO TERMINADOS-SEMITERMINADOS,1,1_TI10,1_TI10_TITANIO TERMINADOS-SEMITERMINADOS
1,TI55,,0,,,TITANIO MATERIA PRIMA,1,1_TI55,1_TI55_TITANIO MATERIA PRIMA
1,CA,,0,,,CALENTADORES,1,1_CA,1_CA_CALENTADORES
1,CA03,,0,,,CALENTADORES FABRICACIONES,1,1_CA03,1_CA03_CALENTADORES FABRICACIONES
1,CA13,,0,,,CALENTADORES MATERIA PRIMA,1,1_CA13,1_CA13_CALENTADORES MATERIA PRIMA
1,PL,,0,,,PLASTISOL,1,1_PL,1_PL_PLASTISOL
1,PL04,,0,,,PLASTISOL FABRICACIONES,1,1_PL04,1_PL04_PLASTISOL FABRICACIONES
1,PL80,,0,,,PLASTISOL MATERIA PRIMA,1,1_PL80,1_PL80_PLASTISOL MATERIA PRIMA
1,53/35010,,0,,,INOXIDABLE -304- PASAMANO 50x10,1,1_53/35010,1_53/35010_INOXIDABLE -304- PASAMANO 50x10
1,CV12,,0,,,COMPRA - VENTA,1,1_CV12,1_CV12_COMPRA - VENTA
