empresa,codigo,clv_art,codigo_a,tipo,tipo_art,ficha_cerrada,fecha_baja,empresa_id,name
1,52/31504,,TA52,1,,,,1,1_52/31504
1,52/32003,,TA52,1,,,,1,1_52/32003
1,52/32004,,TA52,1,,,,1,1_52/32004
1,52/37010,,TA52,1,,,,1,1_52/37010
1,52/40010,,TA52,1,,,,1,1_52/40010
1,52/40015,,TA52,1,,,,1,1_52/40015
1,52/40020,,TA52,1,,,,1,1_52/40020
1,52/40030,,TA52,1,,,,1,1_52/40030
1,52/59925,,TA52,1,,,,1,1_52/59925
1,52/61209,,TA52,1,,,,1,1_52/61209
1,52/62515,,TA52,1,,,,1,1_52/62515
1,52/62520,,TA52,1,,,,1,1_52/62520
1,52/62620,,TA52,1,,,,1,1_52/62620
1,02/08825M,,TI02,2,,,,1,1_02/08825M
1,53/00100,,TA53,1,,,,1,1_53/00100
1,53/00120,,TA53,1,,,,1,1_53/00120
1,53/00200,,TA53,1,,,,1,1_53/00200
1,53/00220,,TA53,1,,,,1,1_53/00220
1,53/00250,,TA53,1,,,,1,1_53/00250
1,53/00300,,TA53,1,,,,1,1_53/00300
1,53/10008,,TA53,1,,,,1,1_53/10008
1,53/10010,,TA53,1,,,,1,1_53/10010
1,53/10016,,TA53,1,,,,1,1_53/10016
1,53/32004,,TA53,1,,,,1,1_53/32004
1,53/32005,,TA53,1,,,,1,1_53/32005
1,53/32006,,TA53,1,,,,1,1_53/32006
1,53/32008,,TA53,1,,,,1,1_53/32008
1,53/32010,,TA53,1,,,,1,1_53/32010
1,53/33005,,TA53,1,,,,1,1_53/33005
1,53/33010,,TA53,1,,,,1,1_53/33010
1,53/34010,,TA53,1,,,,1,1_53/34010
1,53/40005,,TA53,1,,,,1,1_53/40005
1,53/40007,,TA53,1,,,,1,1_53/40007
1,53/40008,,TA53,1,,,,1,1_53/40008
1,53/40010,,TA53,1,,,,1,1_53/40010
1,53/40012,,TA53,1,,,,1,1_53/40012
1,53/40020,,TA53,1,,,,1,1_53/40020
1,53/40040,,TA53,1,,,,1,1_53/40040
1,03/2521124A,,CA03,3,,0,,1,1_03/2521124A
1,53/60610,,TA53,1,,,,1,1_53/60610
1,53/62410,,TA53,1,,,,1,1_53/62410
1,53/62501,,TA53,1,,,,1,1_53/62501
1,53/62502,,TA53,1,,,,1,1_53/62502
1,53/63010,,TA53,1,,,,1,1_53/63010
1,53/90100,,TA53,1,,,,1,1_53/90100
1,53/90120,,TA53,1,,,,1,1_53/90120
1,53/90150,,TA53,1,,,,1,1_53/90150
1,53/90175,,TA53,1,,,,1,1_53/90175
1,53/90200,,TA53,1,,,,1,1_53/90200
1,53/90250,,TA53,1,,,,1,1_53/90250
1,53/90300,,TA53,1,,,,1,1_53/90300
1,53/90301,,TA53,1,,,,1,1_53/90301
1,53/90350,,TA53,1,,,,1,1_53/90350
1,53/90400,,TA53,1,,,,1,1_53/90400
1,53/90251,,TA53,1,,,,1,1_53/90251
1,53/90500,,TA53,1,,,,1,1_53/90500
1,53/90600,,TA53,1,,,,1,1_53/90600
1,53/91515,,TA53,1,,,,1,1_53/91515
1,54/00030,,TA54,1,,,,1,1_54/00030
1,54/00400,,TA54,1,,,,1,1_54/00400
1,54/02000,,TA54,1,,,,1,1_54/02000
1,04/114400001,,PL04,4,,0,,1,1_04/114400001
1,02/10209,,TI02,2,,0,,1,1_02/10209
1,02/10209M,,TI02,2,,0,,1,1_02/10209M
1,12/00319,,CV12,6,,0,,1,1_12/00319
1,02/10208,,TI02,2,,0,,1,1_02/10208
1,54/32006,,TA54,1,,,,1,1_54/32006
1,54/32010,,TA54,1,,,,1,1_54/32010
1,54/33005,,TA54,1,,,,1,1_54/33005
1,54/32510,,TA54,1,,,,1,1_54/32510
1,54/33008,,TA54,1,,,,1,1_54/33008
1,54/61815,,TA54,1,,0,,1,1_54/61815
1,02/180500001,,TI02,2,,0,,1,1_02/180500001
1,55/40204MPA,,TI55,2,,0,,1,1_55/40204MPA
1,57/40040MPA,,TA57,1,,0,,1,1_57/40040MPA
1,PR/1520/0012,,TI02,2,,0,,1,1_PR/1520/0012
1,54/50005,,TA54,1,,,,1,1_54/50005
1,54/51005,,TA54,1,,,,1,1_54/51005
1,54/51608,,TA54,1,,,,1,1_54/51608
1,10/03003,,TI10,2,,,,1,1_10/03003
1,54/62502,,TA54,1,,,,1,1_54/62502
1,02/09890,,TI02,2,,0,,1,1_02/09890
1,54/90150,,TA54,1,,,,1,1_54/90150
1,02/10029AM,,TI02,2,,0,,1,1_02/10029AM
1,54/90350,,TA54,1,,,,1,1_54/90350
1,02/08760M,,TI02,2,,0,,1,1_02/08760M
1,55/01002,,TI55,2,,0,,1,1_55/01002
1,55/00604,,TI55,2,,0,,1,1_55/00604
